,Date,Title,URLs,Views
VM607:1 ,30/01/2024,Utah President's Cup tournament - U16 Match 1,https://www.youtube.com/watch?v=jpgwtQpEJVc,"2,895 views"
VM607:1 ,30/01/2024,Las Vegas Thanksgiving Classic U16 tournament soccer. Match 4,https://www.youtube.com/watch?v=xZyyWKIPLOU,"4,113 views"
VM607:1 ,30/01/2024,Las Vegas Thanksgiving Classic U16 tournament soccer. Match 3,https://www.youtube.com/watch?v=BGymD2hLo4o,"5,193 views"
VM607:1 ,30/01/2024,Las Vegas Thanksgiving Classic U16 tournament soccer. Match 2,https://www.youtube.com/watch?v=-qrtwa264Eo,"4,903 views"
VM607:1 ,30/01/2024,Las Vegas Thanksgiving Classic U16 tournament soccer. Match 1,https://www.youtube.com/watch?v=rI1gAGOybho,"4,852 views"
VM607:1 ,30/01/2024,La Roca AO vs Avalanche DW - U16 Premier Soccer,https://www.youtube.com/watch?v=edqhlaXKOKY,"16,752 views"
VM607:1 ,30/01/2024,La Roca AV vs Rush FC - U16 D2 Soccer,https://www.youtube.com/watch?v=T0pE2a1YmpA,"5,598 views"
VM607:1 ,30/01/2024,Utah State Cup U16 Championship - Pt 2,https://www.youtube.com/watch?v=IfJnuPsprxk,"6,014 views"
VM607:1 ,30/01/2024,La Roca DA vs Avalanche DW - U16 Championship Pt 1,https://www.youtube.com/watch?v=H_NqMJZ3v8s,"7,650 views"
VM607:1 ,30/01/2024,La Roca AV vs Avalanche SL - U16 D2 Soccer,https://www.youtube.com/watch?v=qQT2yYD19pk,"5,044 views"
VM607:1 ,30/01/2024,Riverhawks BB vs La Roca AV - U16 D2 Soccer,https://www.youtube.com/watch?v=qXkg8F9ayUU,"5,010 views"
VM607:1 ,30/01/2024,HV United vs La Roca AV - U16 D2 Soccer,https://www.youtube.com/watch?v=tgZre2FE1Lw,"5,261 views"
VM607:1 ,30/01/2024,La Roca RL vs La Roca AV - U16 D2 Soccer,https://www.youtube.com/watch?v=O6vo9VhepMI,"4,331 views"
VM607:1 ,30/01/2024,Mayor's Cup U16 Gold Semi Final - Avalanche ECNL vs La Roca AV,https://www.youtube.com/watch?v=R7MCLA3__sk,"5,325 views"
VM607:1 ,30/01/2024,Utah Mayor's Cup U16 Gold- Avalanche vs La Roca,https://www.youtube.com/watch?v=PXSC7PRSarg,"4,810 views"
VM607:1 ,30/01/2024,Mayors Cup U16 Gold- La Roca AV vs Titans,https://www.youtube.com/watch?v=ArJIlE9HOVQ,"4,413 views"
VM607:1 ,30/01/2024,La Roca AV vs Strikers MM - U16 Soccer,https://www.youtube.com/watch?v=yBw09tmfXcQ,"3,084 views"
VM607:1 ,30/01/2024,Wasatch Soccer Classic U16 Gold Championship Final Part 2,https://www.youtube.com/watch?v=T_1FJHteNnU,"5,560 views"
VM607:1 ,30/01/2024,Rush FC vs La Roca AV- U16 Championship Match Part 1,https://www.youtube.com/watch?v=1ZZXBuUscqY,"5,069 views"
VM607:1 ,30/01/2024,Wasatch CT vs La Roca AV - U16 Tournament Soccer,https://www.youtube.com/watch?v=U-VgtbW5l2k,"3,692 views"
VM607:1 ,30/01/2024,Rush FC vs La Roca AV - U16 Tournament Soccer,https://www.youtube.com/watch?v=9BYZpbrU7fk,"4,695 views"
VM607:1 ,30/01/2024,La Roca AV vs Wasatch CD - U16 Tournament soccer,https://www.youtube.com/watch?v=6pKUqEud10k,"4,646 views"
VM607:1 ,30/01/2024,HV United vs La Roca AV - U16 Tournament Semifinal Match,https://www.youtube.com/watch?v=ZKvaexQgqPw,"4,139 views"
VM607:1 ,30/01/2024,Riverhawks BB vs La Roca AV - U16 Tournament Soccer,https://www.youtube.com/watch?v=Xn2HONx3Taw,"6,103 views"
VM607:1 ,30/01/2024,La Roca AV vs Impact United - U16 Tournament Soccer,https://www.youtube.com/watch?v=3V-2AefujMY,"5,645 views"
VM607:1 ,30/01/2024,La Roca AV vs FC Real - U16 Tournament Soccer,https://www.youtube.com/watch?v=68krBU4eoac,"4,244 views"
VM607:1 ,30/01/2024,Comba FC Yellow vs La Roca AO - U16 Championship Match,https://www.youtube.com/watch?v=YFezSE2o8KY,"4,512 views"
VM607:1 ,30/01/2024,La Roca AV vs Rampage CC - U16 Semi Final,https://www.youtube.com/watch?v=PbwLea1tM_Y,"3,686 views"
VM607:1 ,30/01/2024,La Roca AV vs Strikers MM - La Roca Cup U16 Tournament Soccer,https://www.youtube.com/watch?v=7K3LtOK0-hA,"4,359 views"
VM607:1 ,30/01/2024,La Roca AV vs La Roca CB - La Roca Cup U16 Tournament Soccer,https://www.youtube.com/watch?v=SDYXLG25UoI,"2,947 views"
VM607:1 ,30/01/2024,La Roca TC vs NUU FC Idaho - U15 HSP Soccer,https://www.youtube.com/watch?v=RW5SQZm6PVY,"5,928 views"
VM607:1 ,30/01/2024,La Roca TC vs Utah Surf - U15 HSP Soccer,https://www.youtube.com/watch?v=1ovM9_Uqft8,"5,314 views"
VM607:1 ,30/01/2024,Box Elder Phoenix vs LA Roca TC - U15 HSP Soccer,https://www.youtube.com/watch?v=cHqvxG3wBuc,"3,535 views"
VM607:1 ,30/01/2024,La Roca TC vs L30 Atletico - U15 HSP,https://www.youtube.com/watch?v=xswO2jc8Yd0,"6,271 views"
VM607:1 ,30/01/2024,La Roca TC vs GMS 06 - U15 Indoor,https://www.youtube.com/watch?v=iAwl4RNrloo,"4,775 views"
VM607:1 ,30/01/2024,La Roca TC vs Rampage CC Black - U15 Futsal,https://www.youtube.com/watch?v=feRxsB9lIks,"4,296 views"
VM607:1 ,30/01/2024,Rampage CC Blue vs La Roca TC - U15 Futsal,https://www.youtube.com/watch?v=u4p-2colIoY,"4,021 views"
VM607:1 ,30/01/2024,La Roca TC vs Rush FC - U15 Futsal,https://www.youtube.com/watch?v=tafglohRBw8,"3,008 views"
VM607:1 ,30/01/2024,Gallitos vs La Roca TC - U15 Futsal,https://www.youtube.com/watch?v=_7KvAuSdpXg,"4,733 views"
VM607:1 ,30/01/2024,La Roca TC vs GMS 06 - U15 Futsal,https://www.youtube.com/watch?v=l2_-VzU4aT0,"6,621 views"
VM607:1 ,30/01/2024,La Roca TC vs Rush FC - U15 Indoor Soccer,https://www.youtube.com/watch?v=hlDQKmwknKE,"4,985 views"
VM607:1 ,30/01/2024,La Roca TC vs Titans FC - U15A Indoor Soccer,https://www.youtube.com/watch?v=2RxQhHwU8wY,"7,058 views"
VM607:1 ,30/01/2024,La Roca TC vs SWAT HC - U15A indoor soccer,https://www.youtube.com/watch?v=BHj50gEDTZk,"6,502 views"
VM607:1 ,30/01/2024,Titans FC vs La Roca TC - U15A indoor Soccer,https://www.youtube.com/watch?v=64kXMSIwe90,"28,336 views"
VM607:1 ,30/01/2024,Champions FC vs La Roca TC - U15A Indoor Soccer,https://www.youtube.com/watch?v=PKP5PJ04bbc,"6,647 views"
VM607:1 ,30/01/2024,La Roca TC vs Xbox - U15 Indoor Soccer,https://www.youtube.com/watch?v=ao6NimntyMo,"2,659 views"
VM607:1 ,30/01/2024,La Roca TC vs Rush FC - U15 Indoor Soccer,https://www.youtube.com/watch?v=ZhYXb5uSXuE,"2,928 views"
VM607:1 ,30/01/2024,La Roca TC vs Copper Mtn - U15 D1 Soccer,https://www.youtube.com/watch?v=87VW5ioyDkE,"8,686 views"
VM607:1 ,30/01/2024,Utah State Cup - U15 Championship,https://www.youtube.com/watch?v=BaIfUHSmS14,"12,815 views"
VM607:1 ,30/01/2024,Pain of the Match - La Roca vs Blitzz U15,https://www.youtube.com/watch?v=OmaHSSTQ8PQ,"5,290 views"
VM607:1 ,30/01/2024,La Roca TC vs Utah Blitzz - U15 D1 Soccer,https://www.youtube.com/watch?v=GGOiqzaMIa0,"7,019 views"
VM607:1 ,30/01/2024,Pain of the Match - La Roca vs Rampage U15,https://www.youtube.com/watch?v=SSaMhwtqlaA,"5,049 views"
VM607:1 ,30/01/2024,La Roca TC vs Rampage CC - U15 D1,https://www.youtube.com/watch?v=T25keFbXPSA,"6,070 views"
VM607:1 ,30/01/2024,Pain of the match-Shooters vs La Roca U15,https://www.youtube.com/watch?v=dUESO3_F2W8,"4,155 views"
VM607:1 ,30/01/2024,Shooters SC-GJ vs La Roca TC - U15 D1 Soccer,https://www.youtube.com/watch?v=zfvCNhee3Fg,"6,091 views"
VM607:1 ,30/01/2024,La Roca TC vs TC United - U15 Soccer,https://www.youtube.com/watch?v=XXacCgPXCpU,"7,566 views"
VM607:1 ,30/01/2024,VK Cobras vs La Roca TC - U15 Soccer,https://www.youtube.com/watch?v=2-pEzqCFz2w,"19,317 views"
VM607:1 ,30/01/2024,La Roca TC vs Park City Red - U15 Tournament Semi-Final Soccer,https://www.youtube.com/watch?v=i5xBrEZ5BhU,"11,657 views"
VM607:1 ,30/01/2024,La Roca TC vs CGA Academy - U15 Tournament Soccer,https://www.youtube.com/watch?v=pATyaf1Dy94,"14,300 views"
VM607:1 ,30/01/2024,La Roca TC vs Club America - U15 Tournament Soccer,https://www.youtube.com/watch?v=3OfgiG0uis0,"9,322 views"
VM607:1 ,30/01/2024,Matt's Clash - U15 Soccer Action,https://www.youtube.com/watch?v=ractkQKIL0A,"2,945 views"
VM607:1 ,30/01/2024,Murray Black BG vs La Roca TC - U15 D1 Soccer,https://www.youtube.com/watch?v=4i9JjzCkLoA,"7,702 views"
VM607:1 ,30/01/2024,La Roca TC vs NUU River Hawks - U15 Tournament Soccer,https://www.youtube.com/watch?v=n_SpJbp6bWE,"8,370 views"
VM607:1 ,30/01/2024,Utah Arsenal BN vs La Roca TC - U15 Tournament Soccer,https://www.youtube.com/watch?v=k0vn60Cm-Fg,"9,431 views"
VM607:1 ,30/01/2024,La Roca TC vs La Roca AO - U15 Tournament Soccer,https://www.youtube.com/watch?v=T_-qmWDvNRo,"10,620 views"
VM607:1 ,30/01/2024,La Roca TC vs Surge Yellow - U14 Futsal,https://www.youtube.com/watch?v=01vEb9uI44A,"11,443 views"
VM607:1 ,30/01/2024,La Roca TC vs Blitzz FC Black - U14 Futsal,https://www.youtube.com/watch?v=zS6vAxY2-fw,"6,293 views"
VM607:1 ,30/01/2024,Gremio FC 2 vs La Roca TC - U14 Futsal,https://www.youtube.com/watch?v=3Pazamqg5X0,"8,673 views"
VM607:1 ,30/01/2024,La Masia vs La Roca TC - U14 Futsal,https://www.youtube.com/watch?v=94M8CwUVM8U,"14,011 views"
VM607:1 ,30/01/2024,Utah Presidents Cup U14 - La Roca TC vs Rangers Blue,https://www.youtube.com/watch?v=wSXVGHelpb4,"12,202 views"
VM607:1 ,30/01/2024,Utah Presidents Cup U14 - La Roca TC vs Provo Futbol Acad,https://www.youtube.com/watch?v=bNxOjf3RA24,"23,591 views"
VM607:1 ,30/01/2024,Utah Presidents Cup U14 - 7 Elite vs La Roca TC,https://www.youtube.com/watch?v=23QNBMvbLkE,"9,022 views"
VM607:1 ,30/01/2024,La Roca TC vs Blitzz Gold - U14 Futsal,https://www.youtube.com/watch?v=MM5_GV5LHIk,"6,061 views"
VM607:1 ,30/01/2024,La Roca TC vs Blitzz FC Black-U14 Futsal,https://www.youtube.com/watch?v=TdSxW3ZK8Pw,"9,657 views"
VM607:1 ,30/01/2024,Rampage AJ Blue vs La Roca TC-U14 Futsal Partial Match,https://www.youtube.com/watch?v=ZdZ42Hsk_IA,"5,102 views"
VM607:1 ,30/01/2024,La Roca TC vs Rampage AJ - U14 Futsal,https://www.youtube.com/watch?v=x_8JMb7eptk,"7,007 views"
VM607:1 ,30/01/2024,Rampage AJ vs La Roca TC - U14 Futsal,https://www.youtube.com/watch?v=YgAVadp7_oM,"7,207 views"
VM607:1 ,30/01/2024,La Roca TC vs Blitzz FC Black - U14 Futsal,https://www.youtube.com/watch?v=9tuZ20vf58A,"7,992 views"
VM607:1 ,30/01/2024,La Roca TC vs Blitzz FC White - U14 Futsal,https://www.youtube.com/watch?v=c1aBWTyoxco,"8,164 views"
VM607:1 ,30/01/2024,Gremio FC Blue vs La Roca TC - U14 Futsal,https://www.youtube.com/watch?v=jz0rQNmBEzE,"6,514 views"
VM607:1 ,30/01/2024,La Roca TC vs Copper Mountain - U14 Soccer,https://www.youtube.com/watch?v=tAfvfongUbU,"7,315 views"
VM607:1 ,30/01/2024,Gremio FC vs La Roca TC - U14 Futsal,https://www.youtube.com/watch?v=KnFZEy4Uqxg,"11,581 views"
VM607:1 ,30/01/2024,La Roca TC vs L30 Rush FC - U14 Soccer,https://www.youtube.com/watch?v=t0uGvI2q4aM,"10,360 views"
VM607:1 ,30/01/2024,La Roca DW vs La Roca TC - U14 soccer,https://www.youtube.com/watch?v=hwWjX3n1Sjw,"5,448 views"
VM607:1 ,30/01/2024,Utah Surf FS vs La Roca TC- U14 Soccer,https://www.youtube.com/watch?v=pGu_uHh0vJY,"6,564 views"
VM607:1 ,30/01/2024,La Roca TC vs Sparta JH - U14 Soccer,https://www.youtube.com/watch?v=jMVsLjEdFcw,"6,549 views"
VM607:1 ,30/01/2024,La Roca TC vs Rampage CC - U14 D1 Soccer,https://www.youtube.com/watch?v=4DE1rfbPyQ4,"7,675 views"
VM607:1 ,30/01/2024,La Roca TC vs Murray Black BG-U14 D1 Soccer,https://www.youtube.com/watch?v=-fnN974-3Yw,"6,534 views"
VM607:1 ,30/01/2024,Utah Blitzz vs La Roca TC - U14 Soccer,https://www.youtube.com/watch?v=hITtsBiNkUU,"10,029 views"
VM607:1 ,30/01/2024,La Roca DA vs La Roca TC - U14 D1 Soccer,https://www.youtube.com/watch?v=SibxB-AKmZw,"12,245 views"
VM607:1 ,30/01/2024,VK Cobras vs La Roca TC - U14 Soccer,https://www.youtube.com/watch?v=QNViEhwI3vs,"10,859 views"
VM607:1 ,30/01/2024,Adidas Cup U14 Final - La Roca AO vs USA PR,https://www.youtube.com/watch?v=OATvmWxUq10,"17,575 views"
VM607:1 ,30/01/2024,Adidas Cup U14 Semifinal-La Roca AO vs Utah Arsenal TF,https://www.youtube.com/watch?v=-a5LpdB4n7A,"11,466 views"
VM607:1 ,30/01/2024,Adidas Cup U14 - La Roca TC vs VK Cobras,https://www.youtube.com/watch?v=IiK4XxyQBCU,"7,501 views"
VM607:1 ,30/01/2024,Adidas Cup U14 - TC United CW vs La Roca TC,https://www.youtube.com/watch?v=ItIB9Fz-Tjk,"7,029 views"
VM607:1 ,30/01/2024,Adidas Cup U14 - La Roca TC vs Utah Surf FS,https://www.youtube.com/watch?v=aNwR_190WT0,"8,340 views"
VM607:1 ,30/01/2024,Rampage CC vs La Roca TC - U14 Championship Final,https://www.youtube.com/watch?v=Zqci8d2nJ4k,"20,768 views"
VM607:1 ,30/01/2024,Blue Knights KM vs La Roca TC - U14 tournament Semifinal,https://www.youtube.com/watch?v=tyaKv0iTxkU,"39,430 views"
VM607:1 ,30/01/2024,USA BS vs La Roca TC - U14 Tournament Soccer,https://www.youtube.com/watch?v=-vhvR7DAMT4,"31,781 views"
VM607:1 ,30/01/2024,La Roca TC vs Aggies TF - U14 Tournament Soccer,https://www.youtube.com/watch?v=RACQhCxsnMo,"23,583 views"
VM607:1 ,30/01/2024,La Roca TC vs Colorado Hawks - U14 Tournament Soccer,https://www.youtube.com/watch?v=hLmi4N4t_B0,"103,331 views"
VM607:1 ,30/01/2024,La Roca DA vs La Roca CS - U14 Championship Final,https://www.youtube.com/watch?v=1t4oLX31-dU,"15,965 views"
VM607:1 ,30/01/2024,La Roca CS vs Forza DN - U14 Tournament Semi Final,https://www.youtube.com/watch?v=7da4Sa4B2lE,"9,812 views"
VM607:1 ,30/01/2024,La Roca CB vs Diversity FC - U12 Tournament Soccer,https://www.youtube.com/watch?v=pwumhKt-qHw,"7,008 views"
VM607:1 ,30/01/2024,La Roca DA vs Forza DN - U14 Tournament soccer,https://www.youtube.com/watch?v=m6yH9_nsKIU,"11,128 views"
VM607:1 ,30/01/2024,USA BS vs La Roca TC - U14 Semi Final soccer,https://www.youtube.com/watch?v=L9GJByknb-A,"9,588 views"
VM607:1 ,30/01/2024,Impact United vs La Roca TC - U13/14 Tournament Soccer,https://www.youtube.com/watch?v=adCA0x9QCOA,"5,153 views"
VM607:1 ,30/01/2024,Elite FC Black vs La Roca TC- U14 Tournament Soccer,https://www.youtube.com/watch?v=e7ktllcGtDo,"5,001 views"
VM607:1 ,30/01/2024,Utah State Cup - La Roca TC vs AFC Apex -U13 Tournament soccer,https://www.youtube.com/watch?v=RRcriQ4qZT8,"28,656 views"
VM607:1 ,30/01/2024,Utah State Cup - La Roca TC vs Forza DN -U13 Tournament soccer,https://www.youtube.com/watch?v=4PlsgeTepZc,"10,484 views"
VM607:1 ,30/01/2024,La Roca TC vs HVSC Black Diamond-U13 Premier Soccer,https://www.youtube.com/watch?v=93hVXE0ZLIc,"5,356 views"
VM607:1 ,30/01/2024,Utah Blitzz FC vs La Roca TC - U13 Premier Soccer,https://www.youtube.com/watch?v=YZ490rwNyH0,"9,029 views"
VM607:1 ,30/01/2024,La Roca TC vs Utah Surf FS- U13 Premier Soccer,https://www.youtube.com/watch?v=3R872huzemk,"5,270 views"
VM607:1 ,30/01/2024,MetaSport BT vs La Roca TC - U13 Premier Soccer,https://www.youtube.com/watch?v=cbQ57y5OcLc,"5,921 views"
VM607:1 ,30/01/2024,La Roca TC vs Comba FC - U13 Premier Soccer,https://www.youtube.com/watch?v=1vsE2vN-P1I,"18,180 views"
VM607:1 ,30/01/2024,La Roca TC vs Juventos - U12/13 Futsal,https://www.youtube.com/watch?v=Ov60OtIlx-c,"24,410 views"
VM607:1 ,30/01/2024,L30 SWAT vs La Roca TC - U13 Futsal,https://www.youtube.com/watch?v=wOUaeGLbAWs,"5,408 views"
VM607:1 ,30/01/2024,La Roca TC vs L30 Rush - U13 Futsal,https://www.youtube.com/watch?v=RRu3LPYqIdw,"5,964 views"
VM607:1 ,30/01/2024,La Roca SW vs La Roca TC - U13 Futsal,https://www.youtube.com/watch?v=xEObPEGBtew,"8,614 views"
VM607:1 ,30/01/2024,La Roca TC vs CFC Tigers - U13 Futsal,https://www.youtube.com/watch?v=XyJpOrNGcfE,"4,318 views"
VM607:1 ,30/01/2024,La Roca TC Red vs L30 SWAT HC - U13 Futsal,https://www.youtube.com/watch?v=zKBwhOQA8Yo,"9,375 views"
VM607:1 ,30/01/2024,La Roca TC vs Juventos - U12/13 Futsal,https://www.youtube.com/watch?v=mhTwGOrRcIE,"4,568 views"
VM607:1 ,30/01/2024,La Roca TC vs L30 Rush - U13 Futsal,https://www.youtube.com/watch?v=b5Z0lrjcbyc,"5,157 views"
VM607:1 ,30/01/2024,Gremio Rulas vs Champions FC - U16 Futsal,https://www.youtube.com/watch?v=H0vP5TyRVQQ,"5,592 views"
VM607:1 ,30/01/2024,Strikers PP vs Rampage B - U16 Girls Futsal,https://www.youtube.com/watch?v=nUyZggaEYXM,"3,830 views"
VM607:1 ,30/01/2024,La Roca TC Red vs White - U13 Futsal,https://www.youtube.com/watch?v=FLvRI2CyFeM,"4,380 views"
VM607:1 ,30/01/2024,La Roca TC Red vs CFC Tigers - U13 Futsal,https://www.youtube.com/watch?v=J_GhKnP39rA,"3,973 views"
VM607:1 ,30/01/2024,Gremio Rulas vs Barcelona - U16 Futsal,https://www.youtube.com/watch?v=owL_i5NxdZw,"3,909 views"
VM607:1 ,30/01/2024,L30 Rush vs La Roca TC Red - U13 Futsal,https://www.youtube.com/watch?v=ncpB9tZ9el0,"8,011 views"
VM607:1 ,30/01/2024,CFC Tigers vs La Roca TC - U13 Futsal,https://www.youtube.com/watch?v=TcaaR1weuhA,"4,684 views"
VM607:1 ,30/01/2024,CFC Panthers vs La Roca TC - U13 Futsal,https://www.youtube.com/watch?v=vcKL9Tfb80U,"9,658 views"
VM607:1 ,30/01/2024,L30 Rush vs La Roca TC - U13 Futsal,https://www.youtube.com/watch?v=pM5KZCvHcf4,"7,900 views"
VM607:1 ,30/01/2024,La Roca TC vs L30 Surge - U13 Futsal,https://www.youtube.com/watch?v=4AqBRyRw1Rg,"5,881 views"
VM607:1 ,30/01/2024,La Roca TC vs CFC Panthers - U13 Futsal,https://www.youtube.com/watch?v=Pfqqix5kj_c,"4,575 views"
VM607:1 ,30/01/2024,L30 Surge vs La Roca TC - U13 Futsal,https://www.youtube.com/watch?v=atFio5B7XpI,"9,482 views"
VM607:1 ,30/01/2024,La Roca TC vs Gremio Blue - U13/14 Futsal,https://www.youtube.com/watch?v=PPh6SHzKRRY,"5,195 views"
VM607:1 ,30/01/2024,La Roca TC vs La Roca TC - U13 Futsal,https://www.youtube.com/watch?v=0QOHSa60CpA,"4,835 views"
VM607:1 ,30/01/2024,La Roca TC vs CFC Tigers - U13 Futsal,https://www.youtube.com/watch?v=jQwrDfrHCKo,"3,595 views"
VM607:1 ,30/01/2024,La Roca TC vs L30 Rush - U13 Futsal,https://www.youtube.com/watch?v=AHVl030XGyk,"8,029 views"
VM607:1 ,30/01/2024,La Roca TC vs Utah Rangers - U13 Premier Soccer,https://www.youtube.com/watch?v=IP4QjZ-Y4y4,"8,370 views"
VM607:1 ,30/01/2024,Blue Knights KM  vs La Roca TC - U13 Premier Soccer,https://www.youtube.com/watch?v=IEbug_fK788,"9,188 views"
VM607:1 ,30/01/2024,La Roca TC vs Blitzz FC - U13 Premier Soccer,https://www.youtube.com/watch?v=8QlHx-uXv_4,"8,079 views"
VM607:1 ,30/01/2024,Comba FC vs La Roca TC - U13 Premier Soccer,https://www.youtube.com/watch?v=yTfjNhcpDUA,"14,985 views"
VM607:1 ,30/01/2024,La Roca TC vs MetaSport BT - U13 Premier Soccer,https://www.youtube.com/watch?v=Jk2E-CHTKXk,"8,545 views"
VM607:1 ,30/01/2024,USA Adidas Cup Tournament U13- La Roca TC vs Comba FC,https://www.youtube.com/watch?v=cFrMv-A0th8,"6,002 views"
VM607:1 ,30/01/2024,USA Adidas Cup tournament U13- Rangers vs La Roca,https://www.youtube.com/watch?v=iM25PL4s4mw,"7,873 views"
VM607:1 ,30/01/2024,USA Adidas Cup Tournament U13- USA vs La Roca,https://www.youtube.com/watch?v=BgAKnZ-NBLA,"4,906 views"
VM607:1 ,30/01/2024,RSL Showcase U13 Championship Match-Forza DN vs Sevens Elite,https://www.youtube.com/watch?v=H-EnOudK3dY,"13,702 views"
VM607:1 ,30/01/2024,RSL Showcase U13 Tournament - Forza DN vs Xolos Utah,https://www.youtube.com/watch?v=LGf3fqu2f7Y,"6,749 views"
VM607:1 ,30/01/2024,La Roca Cup - U13 Tournament Game #3,https://www.youtube.com/watch?v=aD5r5H_0MB0,"4,528 views"
VM607:1 ,30/01/2024,La Roca Cup - U13 Tournament Game #2,https://www.youtube.com/watch?v=kWh_wjZlv0c,"4,547 views"
VM607:1 ,30/01/2024,La Roca Cup - U13 Tournament Game #1,https://www.youtube.com/watch?v=zWZx7Ws_dCg,"5,166 views"
VM607:1 ,30/01/2024,Cache Valley Cup - U13 Championship Final,https://www.youtube.com/watch?v=1U82w_QpSvQ,"10,651 views"
VM607:1 ,30/01/2024,Cache Valley Cup - U13 Tournament Soccer Game #3,https://www.youtube.com/watch?v=VsifGfoP1AQ,"11,231 views"
VM607:1 ,30/01/2024,Cache Valley Cup - U13 Tournament Soccer Game #2,https://www.youtube.com/watch?v=SFwZ5HUTtYc,"7,609 views"
VM607:1 ,30/01/2024,Cache Valley Cup - U13 Tournament Soccer Game #1,https://www.youtube.com/watch?v=egmSnRV2KB0,"8,566 views"
VM607:1 ,30/01/2024,La Roca RH vs La Roca TC-U13/14 Scrimmage,https://www.youtube.com/watch?v=UI_CNJB8pOk,"3,367 views"
VM607:1 ,30/01/2024,Ogden Peaks Classic Tournament-U13 Silver Championship Final,https://www.youtube.com/watch?v=EFYNPr_WNzM,"5,660 views"
VM607:1 ,30/01/2024,Ogden Peaks Classic Tournament-U13 Gold Soccer,https://www.youtube.com/watch?v=UvcZrwSSSf8,"14,710 views"
VM607:1 ,30/01/2024,The Best of Lance 2017- U11/12  Soccer Highlight Compilation,https://www.youtube.com/watch?v=kiBtamadPek,"8,218 views"
VM607:1 ,30/01/2024,Far West Presidents Cup U12 Quarter Finals,https://www.youtube.com/watch?v=17ORJ6wJBhA,"28,649 views"
VM607:1 ,30/01/2024,U12 Soccer Player races Dirt Bike,https://www.youtube.com/watch?v=R6pjb3QHJP8,"1,795 views"
VM607:1 ,30/01/2024,Goodbye Wasatch JS,https://www.youtube.com/watch?v=CHltRZIImqM,"44,246 views"
VM607:1 ,30/01/2024,Wasatch JS vs Murray JS - U12 Championship Final,https://www.youtube.com/watch?v=6qymvJfJbVU,"133,489 views"
VM607:1 ,30/01/2024,Utah Surf KH vs Wasatch JS-U10 Championship Final,https://www.youtube.com/watch?v=vmI7rxwKw7Q,"43,702 views"
VM607:1 ,30/01/2024,La Roca AP vs Wasatch ZK - U11 Tournament Semi Final,https://www.youtube.com/watch?v=rkt34mRtwHw,"10,995 views"
VM607:1 ,30/01/2024,Murray JS vs Wasatch JS - U12 Tournament Soccer,https://www.youtube.com/watch?v=wwRREwEa_bA,"53,471 views"
VM607:1 ,30/01/2024,Teton FC Maroon vs Wasatch JS - U12 Tournament Soccer,https://www.youtube.com/watch?v=5G57sVHxuYo,"107,765 views"
VM607:1 ,30/01/2024,Wasatch JS vs La Roca TC - U12 Tournament Soccer,https://www.youtube.com/watch?v=7MfnrpRgfFs,"94,953 views"
VM607:1 ,30/01/2024,Titans FC vs Champions FC- U15 North B Soccer,https://www.youtube.com/watch?v=Q8jp1VT4mD8,"13,655 views"
VM607:1 ,30/01/2024,Strikers PP vs USA Elite KF - U15 D3 Girls Championship Soccer,https://www.youtube.com/watch?v=pjM3L_FqK_g,"6,522 views"
VM607:1 ,30/01/2024,Wasatch JS vs Utah Rangers - U12 D1 Soccer,https://www.youtube.com/watch?v=DcP0Tyj9-Ak,"152,892 views"
VM607:1 ,30/01/2024,Sparta DKJ vs Wasatch JS - U12 D1 Soccer,https://www.youtube.com/watch?v=LI0BWRaKNQo,"850,856 views"
VM607:1 ,30/01/2024,Wasatch JS vs Comba FC - U12 D1 Soccer,https://www.youtube.com/watch?v=td2K3XnyBL0,"50,191 views"
VM607:1 ,30/01/2024,Strikers PP vs Avalanche Blue - U15 D3 Girls Soccer,https://www.youtube.com/watch?v=yZ5FMjB6Ycw,"19,754 views"
VM607:1 ,30/01/2024,AFC Apex vs Wasatch JS - U12 D1 Soccer,https://www.youtube.com/watch?v=UpDHx0983eY,"102,831 views"
VM607:1 ,30/01/2024,Wasatch JS vs Impact SP/JV - U12 D1 Soccer,https://www.youtube.com/watch?v=qVAYnWUzRHo,"112,534 views"
VM607:1 ,30/01/2024,La Roca NL vs RSL Academy - U16 HSP Soccer,https://www.youtube.com/watch?v=h6LGVwJa1V0,"4,290 views"
VM607:1 ,30/01/2024,Impact United vs La Roca NL - U16 HSP Soccer,https://www.youtube.com/watch?v=RAn7TZO35bQ,"2,301 views"
VM607:1 ,30/01/2024,FC Kongo RJ vs Wasatch JS - U12 D1 Soccer,https://www.youtube.com/watch?v=Y7lu9Gpazd4,"86,469 views"
VM607:1 ,30/01/2024,Wasatch CB vs La Roca NL - U16 HSP Soccer,https://www.youtube.com/watch?v=VDrKUDMBI-4,"4,845 views"
VM607:1 ,30/01/2024,Wasatch JS vs BNT- U12 Interstate Friendly,https://www.youtube.com/watch?v=9y8um-9Bt-k,"29,156 views"
VM607:1 ,30/01/2024,Wasatch JS vs Blue Knights KM-U12 Soccer,https://www.youtube.com/watch?v=KfKiXXynUi4,"39,210 views"
VM607:1 ,30/01/2024,Utah Glory BH vs La Roca NL-U16 HSP Soccer,https://www.youtube.com/watch?v=6kftfwzX2iE,"5,298 views"
VM607:1 ,30/01/2024,Wasatch JS vs Wasatch JM- U12 Boys vs Girls Scrimmage,https://www.youtube.com/watch?v=MU6IWnKhGAc,"104,373 views"
